"start24","end24","Applicant","Latitude","Longitude"
7,20,"La Jefa",37.738830582567,-122.406872036334
8,22,"Tacos El Primo",37.7301361101663,-122.399162749749
8,23,"Del Popolo, LLC.",37.7630433072676,-122.410942976716
8,16,"Betty McGee Creole",37.7728071230649,-122.391301857151
8,16,"Munch A Bunch",37.7674540216658,-122.419970859837
8,20,"Tacos Rodriguez",37.7394652718683,-122.382463242698
8,20,"Organic ART",37.7918670226872,-122.398248750459
8,20,"French Creme Brulee",37.7873287770306,-122.404002707411
8,9,"Natan's Catering",37.7489613833537,-122.387339637684
8,9,"Natan's Catering",37.7491830922641,-122.385380152928
9,10,"Natan's Catering",37.7644655822132,-122.397747616123
9,10,"May Catering",37.7456907227869,-122.453995481257
9,10,"Natan's Catering",37.7630476291484,-122.388652881267
9,10,"Natan's Catering",37.7653536432638,-122.40365294813
9,10,"Two G's Catering",37.7719979905519,-122.388695736053
9,10,"Natan's Catering",37.7668538737285,-122.390858284639
9,10,"May Catering",37.7162121435373,-122.389968007493
9,10,"Natan's Catering",37.764741322675,-122.387124812179
9,10,"Natan's Catering",37.7620084580302,-122.385441811568
9,10,"Natan's Catering",37.7611829945051,-122.388118704077
9,10,"Natan's Catering",37.7583033956425,-122.393514054817
9,10,"Natan's Catering",37.7571245603861,-122.388529515257
9,10,"Natan's Catering",37.7531551067155,-122.391174184456
9,10,"Natan's Catering",37.7533400011811,-122.384128384237
9,10,"Natan's Catering",37.7507607694601,-122.401540291357
9,10,"Natan's Catering",37.7524049924783,-122.387000196298
9,10,"Natan's Catering",37.75023466372,-122.388046499994
9,10,"Natan's Catering",37.7454064294164,-122.390081224847
9,10,"Natan's Catering",37.7381177715919,-122.404418467212
9,10,"Natan's Catering",37.740303872806,-122.406059743494
9,10,"Natan's Catering",37.7300036831892,-122.478186325415
9,10,"Natan's Catering",37.7679955456856,-122.387549426547
9,10,"Natan's Catering",37.7674330173312,-122.392149114172
9,10,"Natan's Catering",37.7707029760975,-122.390790355566
9,22,"Santana ESG, Inc.",37.7558763209725,-122.412271386632
9,14,"Mike's Catering",37.7973946460656,-122.411309805654
9,14,"Mike's Catering",37.7810746780754,-122.391705661167
9,14,"Mike's Catering",37.7536799789675,-122.390414532294
9,14,"Mike's Catering",37.7721522432444,-122.387742984116
9,14,"Mike's Catering",37.7696400322177,-122.386236654199
9,16,"The Chai Cart",37.7639337219633,-122.421861628055
9,17,"Linda's Catering",37.7655884727617,-122.464341276529
10,22,"Santana ESG, Inc.",37.7651967350509,-122.416451692902
10,11,"Mang Hang Catering",37.7128718139384,-122.472687037509
10,11,"M M Catering",37.7987787601004,-122.399919687622
10,11,"Kara's Cupcakes",37.7935583358987,-122.397654505859
10,11,"May Catering",37.7370712305056,-122.378155718149
10,11,"May Catering",37.7190820167404,-122.398093320211
10,11,"Munch A Bunch",37.7884553541868,-122.418493877061
10,11,"Mike's Catering",37.7538342401608,-122.389912147781
10,11,"Liang Bai Ping",37.7239376882365,-122.386832585234
10,11,"Munch A Bunch",37.7805621947803,-122.431189105466
10,11,"May Sun Kitchen",37.7762823730273,-122.417645919077
10,11,"Liang Bai Ping",37.7259394852676,-122.388280728611
10,11,"Bach Catering",37.7240189919943,-122.390118463974
10,11,"BH & MT LLC",37.7755007902079,-122.44089299009
10,11,"May Sun Kitchen",37.7708968719166,-122.420303482979
10,11,"F & C Catering",37.7523560542966,-122.388784980412
10,11,"Liang Bai Ping",37.7264916637361,-122.389253644975
10,11,"Munch A Bunch",37.7678503715903,-122.41063025867
10,11,"Mang Hang Catering",37.7895884629627,-122.421183529217
10,11,"Park's Catering",37.7447250168321,-122.386402793857
10,11,"John's Catering #5",37.7741408778527,-122.420350503908
10,11,"John's Catering #5",37.7685079333296,-122.417013921855
10,11,"Bach Catering",37.7266610348631,-122.39900250944
10,11,"Bach Catering",37.7270392647114,-122.400141029645
10,11,"Bach Catering",37.7270977399423,-122.400562638391
10,11,"Bach Catering",37.7378605455249,-122.395960446547
10,11,"May Catering",37.7652922254458,-122.415375651896
10,11,"Liang Bai Ping",37.7269088991548,-122.388709328768
10,11,"May Catering",37.7631162577319,-122.412988853417
10,11,"BH & MT LLC",37.7667124225934,-122.429712749525
10,11,"May Sun Kitchen",37.7497006783758,-122.397932791641
10,11,"D & T Catering",37.7953746521913,-122.433507424647
10,11,"Mang Hang Catering",37.7568964591739,-122.404742854153
10,11,"Golden Catering",37.7111783070436,-122.403573115181
10,11,"Mini Mobile Food Catering",37.7877437884077,-122.394943017483
10,11,"John's Catering #5",37.7724753140911,-122.414688457015
10,11,"Park's Catering",37.7481349335447,-122.402362570049
10,11,"D & T Catering",37.7950473983156,-122.443611961361
10,11,"F & C Catering",37.7541031367651,-122.387962966002
10,11,"D & T Catering",37.7931917077927,-122.443886114646
10,11,"D & T Catering",37.7929258933385,-122.445978398338
10,11,"May Catering",NA,NA
10,11,"Park's Catering",37.7426597692556,-122.385390043533
10,11,"May Catering",37.7739391556487,-122.395594562816
10,11,"D & T Catering",37.7919274798426,-122.446351899572
10,11,"BH & MT LLC",37.7646547537034,-122.425320325481
10,11,"Park's Catering",37.7456828142552,-122.387911761433
10,11,"Mini Mobile Food Catering",37.7741429232436,-122.409095016264
10,11,"Mini Mobile Food Catering",37.7730281135037,-122.3967467627
10,11,"Munch A Bunch",37.7787677332342,-122.42275734107
10,11,"D & T Catering",37.7887517683903,-122.45623065616
10,11,"John's Catering #5",37.7892526344794,-122.395226296171
10,11,"Mini Mobile Food Catering",37.786705596962,-122.392030655401
10,11,"Mang Hang Catering",37.7949843862247,-122.400720442063
10,11,"F & C Catering",37.7745761256077,-122.398261747293
10,11,"May Catering",37.7669552085597,-122.389155218908
10,11,"May Catering",37.7624673931128,-122.411953474682
10,11,"May Catering",37.763052166424,-122.409207143844
10,11,"Park's Catering",37.7421620878271,-122.389107048701
10,11,"Mang Hang Catering",37.7824758824599,-122.392962638578
10,11,"Sun Rise Catering",37.7791347875605,-122.409112429172
10,11,"Steve's Mobile Deli",37.7843370711132,-122.395225723073
10,11,"Linda's Catering",37.7792036135615,-122.398421700749
10,11,"Mang Hang Catering",37.786447007962,-122.40187181337
10,11,"Mini Mobile Food Catering",37.7666322775493,-122.392728509584
10,11,"Sun Rise Catering",37.7756072968774,-122.411404019951
10,11,"May Catering",37.7602511077651,-122.409073157312
10,11,"Mang Hang Catering",37.7842243326515,-122.418244143414
10,11,"Steve's Mobile Deli",37.780188074444,-122.390098985325
10,11,"Mang Hang Catering",37.7882497741491,-122.400004792045
10,11,"F & C Catering",37.7551682208271,-122.392960249597
10,11,"F & C Catering",37.7591086681241,-122.390400000543
10,11,"Liang Bai Ping",37.7267339112889,-122.378972003992
10,11,"Paradise Catering",NA,NA
10,11,"May Catering",37.772039113525,-122.395974631586
10,11,"Mang Hang Catering",37.7683069928,-122.412000336092
10,11,"Natan's Catering",37.764741322675,-122.387124812179
10,11,"Natan's Catering",37.7611829945051,-122.388118704077
10,11,"Natan's Catering",37.7620084580302,-122.385441811568
10,11,"Natan's Catering",37.7583033956425,-122.393514054817
10,11,"Natan's Catering",37.7571245603861,-122.388529515257
10,11,"Natan's Catering",37.7531551067155,-122.391174184456
10,11,"Natan's Catering",37.7533400011811,-122.384128384237
10,11,"Natan's Catering",37.7507607694601,-122.401540291357
10,11,"Natan's Catering",37.7524049924783,-122.387000196298
10,11,"Natan's Catering",37.75023466372,-122.388046499994
10,11,"May Catering",37.7478431533724,-122.394575214957
10,11,"Park's Catering",37.7309061503597,-122.373302577485
10,11,"Natan's Catering",37.7454064294164,-122.390081224847
10,11,"Park's Catering",37.7321349519222,-122.375398078567
10,11,"Park's Catering",37.7263829321822,-122.378434782668
10,11,"Natan's Catering",37.7381177715919,-122.404418467212
10,11,"Natan's Catering",37.740303872806,-122.406059743494
10,11,"Natan's Catering",37.7300036831892,-122.478186325415
10,11,"May Catering",37.7706453983908,-122.3934769372
10,11,"May Catering",37.7740748410583,-122.390668458146
10,11,"Natan's Catering",37.7679955456856,-122.387549426547
10,11,"Natan's Catering",37.7674330173312,-122.392149114172
10,11,"May Catering",37.7655864681473,-122.393197101166
10,11,"Natan's Catering",37.7707029760975,-122.390790355566
10,12,"Quan Catering",37.7864296546035,-122.398069300142
10,12,"Quan Catering",37.7475231528558,-122.387175828519
10,12,"Linda's Catering",37.7831088429738,-122.39355933746
10,12,"Sun Rise Catering",37.7863927555352,-122.395726074077
10,13,"Mini Mobile Food Catering",37.7395767907782,-122.406909482372
10,14,"Tacos El Primo",37.7262979060055,-122.389150144527
10,14,"Munch A Bunch",37.790955058385,-122.432498648221
10,14,"Casey's Pizza, LLC",37.792402122272,-122.401062825164
10,14,"Eva's Catering",37.7228645657946,-122.389692712248
10,14,"Covered Dish Productions, LLC. dba. The Rib Whip",37.7885298177102,-122.396140544185
10,14,"Roadside Rotisserie Corporation / Country Grill",37.7988115687589,-122.399664721789
10,15,"Linda's Catering",37.7773000262759,-122.394812784799
10,15,"Slider Shack, LLC.",37.7892526344794,-122.395226296171
10,15,"Halal Cart, LLC",37.7928878954774,-122.402704171869
10,15,"SF Cart Project",37.7705660724513,-122.390073746001
10,15,"VK Industries, Inc.",37.7891642752786,-122.398430483219
10,15,"Covered Dish Productions, LLC. dba. The Rib Whip",37.7916194086556,-122.392036366449
10,15,"Off the Grid Services, LLC",37.7988115687589,-122.399664721789
10,16,"Tacos El Primo",37.7441222181346,-122.390343286511
10,16,"Off the Grid Services, LLC",37.7825427312556,-122.401906803622
10,16,"Ninja Food Products",37.7944479492361,-122.401337974284
10,18,"El Gallo Jiro",37.754107828202,-122.413168445667
11,12,"Liang Bai Ping",37.7262531942834,-122.382406855227
10,19,"Bacon Bacon",37.7969615325232,-122.399444500759
10,19,"Yummy Hot Dogs",37.783159348747,-122.408942297086
10,20,"Mario's Colombian and Mexican Food",37.7484661020475,-122.415817718047
10,20,"Your Community Foods",37.7328665512493,-122.391511992518
11,12,"Park's Catering",37.7365999870093,-122.377204056226
11,12,"F & C Catering",37.7365999870093,-122.377204056226
11,12,"John's Catering #5",37.7812661735253,-122.425596113366
11,12,"Liang Bai Ping",37.7262238053212,-122.379024844696
11,12,"May Sun Kitchen",37.7640523949866,-122.394139809417
11,12,"May Sun Kitchen",37.7513629596296,-122.390086108654
11,12,"May Sun Kitchen",37.7514511815096,-122.390465773031
11,12,"Liang Bai Ping",37.726685271787,-122.381502925492
11,12,"Liang Bai Ping",37.7269806226365,-122.381785388427
11,12,"Liang Bai Ping",37.7268101667412,-122.385055802573
11,12,"May Sun Kitchen",37.7663593026796,-122.41644564135
11,12,"May Sun Kitchen",37.7522353219293,-122.38975002217
11,12,"Quan Catering",37.7114336729248,-122.393703104382
11,12,"F & C Catering",37.7425490595565,-122.387326932203
11,12,"May Sun Kitchen",37.750453803667,-122.390398059007
11,12,"Mang Hang Catering",37.7811622673542,-122.434852967987
11,12,"May Catering",37.747103654263,-122.398580950956
11,12,"Mike's Catering",37.7496706104363,-122.398431642605
11,12,"May Catering",37.7603214583917,-122.412573240495
11,12,"Two G's Catering",37.7751228745778,-122.394097441849
11,12,"May Catering",37.757106787801,-122.388061294812
11,12,"John's Catering #5",37.7790910539426,-122.44702105228
11,12,"May Catering",37.7541031367651,-122.387962966002
11,12,"May Sun Kitchen",37.751548491531,-122.387718127295
11,12,"May Sun Kitchen",37.7496175291101,-122.387588501326
11,12,"May Catering",37.749182132016,-122.414871846056
11,12,"May Sun Kitchen",37.748203685056,-122.387245352135
11,12,"Mang Hang Catering",37.7482822297931,-122.415908342523
11,12,"May Sun Kitchen",37.7475231528558,-122.387175828519
11,12,"Quan Catering",37.7457950012142,-122.387010722473
11,12,"Mini Mobile Food Catering",37.7873303235077,-122.392859291165
11,12,"Bach Catering",37.7936702903518,-122.401180084353
11,12,"Mini Mobile Food Catering",37.7873606094505,-122.392701953926
11,12,"Steve's Mobile Deli",37.7861254592402,-122.393107088067
11,12,"Quan Catering",37.787379499857,-122.391182442661
11,12,"Kara's Cupcakes",37.7892526344794,-122.395226296171
11,12,"BH & MT LLC",37.7555197319435,-122.384999937383
11,12,"Steve's Mobile Deli",37.7796723277022,-122.396946995316
11,12,"Steve's Mobile Deli",37.7887067092358,-122.395892291496
11,12,"John's Catering #5",37.7781283797338,-122.418652129997
11,12,"Steve's Mobile Deli",37.7821634269963,-122.398858175825
11,12,"Fins on the Hoof / Saveurs",37.7885298177102,-122.396140544185
11,12,"Mang Hang Catering",37.7767220798015,-122.446585903135
11,12,"Quan Catering",37.7442960182807,-122.395807199913
11,12,"Steve's Mobile Deli",37.7880673613338,-122.396529337443
11,12,"Mang Hang Catering",37.7824758824599,-122.392962638578
11,12,"Golden Catering",37.7348787351337,-122.415531470861
11,12,"May Catering",37.7599819816022,-122.413769206324
11,12,"Mang Hang Catering",37.7610350136584,-122.421584017938
11,12,"Steve's Mobile Deli",37.779488829411,-122.389190496856
11,12,"Liang Bai Ping",37.727181952082,-122.378928760296
11,12,"Liang Bai Ping",37.789691367587,-122.396595637084
11,12,"Park's Catering",37.7309061503597,-122.373302577485
11,12,"Park's Catering",37.7321349519222,-122.375398078567
11,12,"Park's Catering",37.7263829321822,-122.378434782668
11,13,"Mike's Catering",37.7667867792956,-122.388078331989
11,13,"Mike's Catering",37.7719979905519,-122.388695736053
11,13,"Mike's Catering",37.7973946460656,-122.411309805654
11,13,"Mike's Catering",37.7810746780754,-122.391705661167
11,13,"Mike's Catering",37.7536799789675,-122.390414532294
11,13,"Mike's Catering",37.7721522432444,-122.387742984116
11,13,"Mike's Catering",37.7696400322177,-122.386236654199
11,14,"San Francisco Soup Company",37.8014363500768,-122.401696102296
11,14,"Senor Sisig",37.7876871932612,-122.399490236599
11,14,"JapaCurry",37.792274296118,-122.401036872913
11,14,"John's Catering #5",37.7731540275458,-122.452684612088
11,14,"Curry Up Now",37.7910703986756,-122.401145196973
11,14,"Senor Sisig",37.7921599140391,-122.40096522707
11,14,"Senor Sisig",37.7763241441394,-122.417326413733
11,15,"Tacos Rodriguez",37.7902665460329,-122.400629258559
11,15,"Santana ESG, Inc.",37.7902665460329,-122.400629258559
11,15,"Sanguchon",37.7924617059078,-122.394062679127
11,15,"BH & MT LLC",37.7705678488858,-122.420273262356
11,15,"Sanguchon",37.7928465951332,-122.402366496939
11,16,"Smokin Warehouse Barbecue",37.7714031279036,-122.419391457507
11,18,"Subs on Hubs",37.7708913228568,-122.40603508975
0,5,"M M Catering",37.7508581374316,-122.394102374471
12,22,"Linda's Catering",37.777844286068,-122.394123606062
12,13,"Mang Hang Catering",37.7128718139384,-122.472687037509
12,13,"Kara's Cupcakes",37.7935583358987,-122.397654505859
12,13,"Singh Brothers Ice Cream",37.7187638807592,-122.390579577708
12,13,"May Catering",37.7664794033031,-122.396987155992
12,13,"May Sun Kitchen",37.7527217661049,-122.392725753817
12,13,"May Catering",37.7193678479621,-122.398371361923
12,13,"Mang Hang Catering",37.7789072614613,-122.411420115933
12,13,"D & T Catering",37.8033613224352,-122.424123509274
12,13,"Singh Brothers Ice Cream",37.7207115524695,-122.395916084904
12,13,"Liang Bai Ping",37.7263696196635,-122.384041765309
12,13,"May Sun Kitchen",37.757534443698,-122.394141190871
12,13,"Munch A Bunch",37.7805621947803,-122.431189105466
12,13,"Liang Bai Ping",37.7267728572176,-122.388073576343
12,13,"Liang Bai Ping",37.7251110717256,-122.388484554934
12,13,"Liang Bai Ping",37.7239657282687,-122.389786723376
12,13,"Steve's Mobile Deli",37.7789161780122,-122.390426395944
12,13,"Park's Catering",37.7447250168321,-122.386402793857
12,13,"Park's Catering",37.7446858481632,-122.386571458803
12,13,"Natan's Catering",37.745078648302,-122.392261844141
12,13,"May Sun Kitchen",37.7639151913093,-122.388942967508
12,13,"May Catering",37.7628501796944,-122.412966144746
12,13,"John's Catering #5",37.7597465483315,-122.409865798217
12,13,"Park's Catering",37.7456251136816,-122.391799229195
12,13,"Liang Bai Ping",37.7822802514051,-122.44098487304
12,13,"May Catering",37.7656006287902,-122.411489324943
12,13,"May Catering",37.749338052069,-122.402065734207
12,13,"F & C Catering",37.7529521222808,-122.387906207247
12,13,"Singh Brothers Ice Cream",37.7169690643397,-122.389355637131
12,13,"May Catering",NA,NA
12,13,"John's Catering #5",37.7899443832691,-122.394351318954
12,13,"May Catering",37.7638595783282,-122.413657854194
12,13,"May Catering",37.754221311947,-122.413113305952
12,13,"Mini Mobile Food Catering",37.7730281135037,-122.3967467627
12,13,"M M Catering",37.7641509499715,-122.412358791534
12,13,"Natan's Catering",37.7332557262018,-122.413998779197
12,13,"John's Catering #5",37.7892526344794,-122.395226296171
12,13,"Mang Hang Catering",37.7949843862247,-122.400720442063
12,13,"M M Catering",37.7932429688316,-122.394845565197
12,13,"Quan Catering",37.7936404099575,-122.397010347778
12,13,"May Sun Kitchen",37.8047323091815,-122.413488050797
12,13,"May Catering",37.763052166424,-122.409207143844
12,13,"May Catering",37.7637507401569,-122.390705976388
12,13,"Natan's Catering",37.7592948961276,-122.39611224788
12,13,"Natan's Catering",37.7668538737285,-122.390858284639
12,13,"May Sun Kitchen",37.764203655834,-122.389875569211
12,13,"May Sun Kitchen",37.7637290705316,-122.389871672284
12,13,"Mang Hang Catering",37.786447007962,-122.40187181337
12,13,"F & C Catering",37.7529994593435,-122.385879718429
12,13,"May Sun Kitchen",37.7575700580023,-122.393184466145
12,13,"Mini Mobile Food Catering",37.7666322775493,-122.392728509584
12,13,"Steve's Mobile Deli",37.780188074444,-122.390098985325
12,13,"Singh Brothers Ice Cream",37.7162121435373,-122.389968007493
12,13,"Mang Hang Catering",37.7882497741491,-122.400004792045
12,13,"Mike's Catering",37.7973946460656,-122.411309805654
12,13,"Natan's Catering",37.7782015384395,-122.402992686912
12,13,"May Sun Kitchen",37.7584408101697,-122.391167953092
12,13,"F & C Catering",NA,NA
12,13,"Mike's Catering",37.7810746780754,-122.391705661167
12,13,"May Catering",37.772039113525,-122.395974631586
12,13,"Mang Hang Catering",37.7683069928,-122.412000336092
12,13,"Natan's Catering",37.764741322675,-122.387124812179
12,13,"Natan's Catering",37.7620084580302,-122.385441811568
12,13,"Natan's Catering",37.7611829945051,-122.388118704077
12,13,"Natan's Catering",37.7583033956425,-122.393514054817
12,13,"Natan's Catering",37.7571245603861,-122.388529515257
12,13,"Natan's Catering",37.7531551067155,-122.391174184456
12,13,"Mike's Catering",37.7536799789675,-122.390414532294
12,13,"Natan's Catering",37.7533400011811,-122.384128384237
